materia,trimestre,seccion,estudiante_id,hito,semilla,total_trimestre_real,prediccion_lstm,prediccion_media,prediccion_extrapolacion
Algoritmos y Programación,2425-2,1,anon_001,4,42,2.0,3.6251254,4.0,6.0
Algoritmos y Programación,2425-2,1,anon_002,4,42,2.0,1.4907298,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_003,4,42,17.0,7.7929273,4.0,18.0
Algoritmos y Programación,2425-2,1,anon_004,4,42,2.0,3.6297455,4.0,6.0
Algoritmos y Programación,2425-2,1,anon_005,4,42,10.0,8.815488,4.0,21.0
Algoritmos y Programación,2425-2,1,anon_006,4,42,0.0,1.4842309,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_007,4,42,0.0,1.4830023,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_008,4,42,16.0,6.674368,4.0,15.0
Algoritmos y Programación,2425-2,1,anon_009,4,42,9.0,5.7726855,4.0,12.0
Algoritmos y Programación,2425-2,1,anon_010,4,42,22.0,9.979415,4.0,24.0
Algoritmos y Programación,2425-2,1,anon_011,4,42,6.0,5.743093,4.0,12.0
Algoritmos y Programación,2425-2,1,anon_012,4,42,0.0,1.4801692,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_013,4,42,0.0,1.4803839,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_014,4,42,23.0,17.190775,4.0,45.0
Algoritmos y Programación,2425-2,1,anon_015,4,42,24.0,10.876711,4.0,27.0
Algoritmos y Programación,2425-2,1,anon_016,4,42,1.0,1.9563302,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_017,4,42,1.0,1.4842528,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_018,4,42,17.0,7.7518396,4.0,18.0
Algoritmos y Programación,2425-2,1,anon_019,4,42,0.0,1.4880561,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_020,4,42,24.0,13.039015,4.0,33.0
Algoritmos y Programación,2425-2,1,anon_021,4,42,4.0,5.7945623,4.0,12.0
Algoritmos y Programación,2425-2,1,anon_022,4,42,2.0,1.4960237,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_023,4,42,19.0,12.883434,4.0,33.0
Algoritmos y Programación,2425-2,1,anon_024,4,42,7.0,5.8066106,4.0,12.0
Algoritmos y Programación,2425-2,1,anon_025,4,42,5.0,6.731132,4.0,15.0
Algoritmos y Programación,2425-2,1,anon_026,4,42,0.0,1.5103396,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_027,4,42,10.0,4.724168,4.0,9.0
Algoritmos y Programación,2425-2,1,anon_028,4,42,18.0,14.082435,4.0,36.0
Algoritmos y Programación,2425-2,1,anon_029,4,42,0.0,1.5231873,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_030,4,42,15.0,10.854623,4.0,27.0
Algoritmos y Programación,2425-2,2,anon_031,4,42,1.0,2.700526,4.0,3.0
Algoritmos y Programación,2425-2,2,anon_032,4,42,3.0,4.768057,4.0,9.0
Algoritmos y Programación,2425-2,2,anon_033,4,42,20.0,14.147841,4.0,36.0
Algoritmos y Programación,2425-2,2,anon_034,4,42,4.0,5.8727565,4.0,12.0
Algoritmos y Programación,2425-2,2,anon_035,4,42,2.0,3.670145,4.0,6.0
Algoritmos y Programación,2425-2,2,anon_036,4,42,8.0,6.953112,4.0,15.0
Algoritmos y Programación,2425-2,2,anon_037,4,42,0.0,1.5621145,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_038,4,42,1.0,2.741889,4.0,3.0
Algoritmos y Programación,2425-2,2,anon_039,4,42,7.0,4.7538605,4.0,9.0
Algoritmos y Programación,2425-2,2,anon_040,4,42,2.0,1.9710857,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_041,4,42,0.0,1.6262006,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_042,4,42,8.0,2.6538584,4.0,3.0
Algoritmos y Programación,2425-2,2,anon_043,4,42,9.0,7.910879,4.0,18.0
Algoritmos y Programación,2425-2,2,anon_044,4,42,13.0,10.002889,4.0,24.0
Algoritmos y Programación,2425-2,2,anon_045,4,42,10.0,7.0874867,4.0,15.0
Algoritmos y Programación,2425-2,2,anon_046,4,42,0.0,1.63492,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_047,4,42,5.0,6.8898354,4.0,15.0
Algoritmos y Programación,2425-2,2,anon_048,4,42,3.0,2.6831555,4.0,3.0
Algoritmos y Programación,2425-2,2,anon_049,4,42,1.0,1.6426239,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_050,4,42,3.0,4.7949514,4.0,9.0
Algoritmos y Programación,2425-2,2,anon_051,4,42,2.0,1.6484748,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_052,4,42,17.0,10.983269,4.0,27.0
Algoritmos y Programación,2425-2,2,anon_053,4,42,3.0,1.5899196,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_054,4,42,3.0,3.7061453,4.0,6.0
Algoritmos y Programación,2425-2,2,anon_055,4,42,10.0,6.872341,4.0,15.0
Algoritmos y Programación,2425-2,2,anon_056,4,42,0.0,1.6640468,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_057,4,42,11.0,6.9894757,4.0,15.0
Algoritmos y Programación,2425-2,2,anon_058,4,42,0.0,1.6701283,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_059,4,42,5.0,5.0155888,4.0,9.0
Algoritmos y Programación,2425-2,2,anon_060,4,42,2.0,2.7111464,4.0,3.0
Algoritmos y Programación,2526-1,1,anon_061,4,42,9.0,7.2778053,5.308333396911621,12.0
Algoritmos y Programación,2526-1,1,anon_062,4,42,13.0,10.039121,5.308333396911621,18.0
Algoritmos y Programación,2526-1,1,anon_063,4,42,15.0,8.768577,5.308333396911621,15.0
Algoritmos y Programación,2526-1,1,anon_064,4,42,2.0,4.1683855,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_065,4,42,9.0,6.594124,5.308333396911621,9.0
Algoritmos y Programación,2526-1,1,anon_066,4,42,2.0,5.409233,5.308333396911621,6.0
Algoritmos y Programación,2526-1,1,anon_067,4,42,11.0,7.803462,5.308333396911621,12.0
Algoritmos y Programación,2526-1,1,anon_068,4,42,1.0,3.4780812,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_069,4,42,12.0,11.26096,5.308333396911621,21.0
Algoritmos y Programación,2526-1,1,anon_070,4,42,5.0,8.667009,5.308333396911621,15.0
Algoritmos y Programación,2526-1,1,anon_071,4,42,1.0,3.9594345,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_072,4,42,1.0,3.5466864,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_073,4,42,1.0,3.897786,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_074,4,42,8.0,3.8667428,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_075,4,42,2.0,3.3185446,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_076,4,42,4.0,5.7308245,5.308333396911621,9.0
Algoritmos y Programación,2526-1,1,anon_077,4,42,1.0,3.7729392,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_078,4,42,2.0,5.094675,5.308333396911621,6.0
Algoritmos y Programación,2526-1,1,anon_079,4,42,0.0,2.0697796,5.308333396911621,0.0
Algoritmos y Programación,2526-1,1,anon_080,4,42,10.0,8.876623,5.308333396911621,15.0
Algoritmos y Programación,2526-1,1,anon_081,4,42,1.0,3.646824,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_082,4,42,0.0,2.0235107,5.308333396911621,0.0
Algoritmos y Programación,2526-1,1,anon_083,4,42,7.0,8.331739,5.308333396911621,15.0
Algoritmos y Programación,2526-1,1,anon_084,4,42,1.0,3.5520344,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_085,4,42,0.0,1.9348686,5.308333396911621,0.0
Algoritmos y Programación,2526-1,1,anon_086,4,42,1.0,3.489174,5.308333396911621,3.0
Algoritmos y Programación,2526-1,1,anon_087,4,42,1.0,3.4579794,5.308333396911621,3.0
Algoritmos y Programación,2526-2,1,anon_088,4,42,0.0,2.569572,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_089,4,42,4.0,6.1461716,5.974359035491943,9.0
Algoritmos y Programación,2526-2,1,anon_090,4,42,0.0,2.5206664,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_091,4,42,10.0,9.436324,5.974359035491943,18.0
Algoritmos y Programación,2526-2,1,anon_092,4,42,0.0,2.4726434,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_093,4,42,1.0,3.602346,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_094,4,42,5.0,7.204733,5.974359035491943,12.0
Algoritmos y Programación,2526-2,1,anon_095,4,42,0.0,2.4031568,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_096,4,42,1.0,3.6402345,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_097,4,42,0.0,2.359076,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_098,4,42,3.0,3.5838656,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_099,4,42,0.0,2.315296,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_100,4,42,0.0,2.2971263,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_101,4,42,1.0,3.5031204,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_102,4,42,2.0,3.3340075,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_103,4,42,0.0,2.210034,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_104,4,42,0.0,2.1959221,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_105,4,42,5.0,6.9389734,5.974359035491943,12.0
Algoritmos y Programación,2526-2,1,anon_106,4,42,1.0,3.4180403,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_107,4,42,5.0,7.6037006,5.974359035491943,15.0
Algoritmos y Programación,2526-2,1,anon_108,4,42,1.0,2.1617427,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_109,4,42,5.0,6.4849443,5.974359035491943,12.0
Algoritmos y Programación,2526-2,1,anon_110,4,42,2.0,3.3501127,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_111,4,42,2.0,3.1834843,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_112,4,42,2.0,4.571503,5.974359035491943,6.0
Algoritmos y Programación,2526-2,1,anon_113,4,42,0.0,2.0479898,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_114,4,42,4.0,6.7416086,5.974359035491943,12.0
Algoritmos y Programación,2526-2,1,anon_115,4,42,1.0,3.281014,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_116,4,42,2.0,3.2692893,5.974359035491943,3.0
Algoritmos y Programación,2526-2,1,anon_117,4,42,1.0,2.066084,5.974359035491943,0.0
Algoritmos y Programación,2526-3,1,anon_118,4,42,8.0,4.3698215,5.017094135284424,12.0
Algoritmos y Programación,2526-3,1,anon_119,4,42,0.0,-0.14039016,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_120,4,42,0.0,0.14296412,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_121,4,42,2.0,-0.12383866,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_122,4,42,5.0,2.1201549,5.017094135284424,6.0
Algoritmos y Programación,2526-3,1,anon_123,4,42,4.0,1.0653107,5.017094135284424,3.0
Algoritmos y Programación,2526-3,1,anon_124,4,42,3.0,0.9780083,5.017094135284424,3.0
Algoritmos y Programación,2526-3,1,anon_125,4,42,1.0,0.99718356,5.017094135284424,3.0
Algoritmos y Programación,2526-3,1,anon_126,4,42,5.0,1.0171354,5.017094135284424,3.0
Algoritmos y Programación,2526-3,1,anon_127,4,42,8.0,5.6125555,5.017094135284424,12.0
Algoritmos y Programación,2526-3,1,anon_128,4,42,2.0,2.3022547,5.017094135284424,6.0
Algoritmos y Programación,2526-3,1,anon_129,4,42,5.0,3.7154908,5.017094135284424,9.0
Algoritmos y Programación,2526-3,1,anon_130,4,42,1.0,1.0905728,5.017094135284424,3.0
Algoritmos y Programación,2526-3,1,anon_131,4,42,5.0,4.2728806,5.017094135284424,9.0
Algoritmos y Programación,2526-3,1,anon_132,4,42,8.0,9.976559,5.017094135284424,18.0
Algoritmos y Programación,2526-3,1,anon_133,4,42,13.0,9.373627,5.017094135284424,18.0
Algoritmos y Programación,2526-3,1,anon_134,4,42,10.0,5.253665,5.017094135284424,12.0
Algoritmos y Programación,2526-3,1,anon_135,4,42,7.0,2.9224255,5.017094135284424,6.0
Algoritmos y Programación,2526-3,1,anon_136,4,42,0.0,-0.011769772,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_137,4,42,4.0,5.2473745,5.017094135284424,12.0
Algoritmos y Programación,2526-3,1,anon_138,4,42,4.0,1.1364751,5.017094135284424,3.0
Algoritmos y Programación,2526-3,1,anon_139,4,42,3.0,3.8735645,5.017094135284424,9.0
Algoritmos y Programación,2526-3,1,anon_140,4,42,10.0,4.8774605,5.017094135284424,12.0
Algoritmos y Programación,2526-3,1,anon_141,4,42,11.0,9.201273,5.017094135284424,21.0
Algoritmos y Programación,2526-3,1,anon_142,4,42,0.0,-0.059554815,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_143,4,42,15.0,13.707446,5.017094135284424,27.0
Algoritmos y Programación,2526-3,1,anon_144,4,42,3.0,-0.067022085,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_145,4,42,20.0,22.376572,5.017094135284424,45.0
Algoritmos y Programación,2526-3,1,anon_146,4,42,7.0,0.98469996,5.017094135284424,3.0
Algoritmos y Programación,2526-3,1,anon_147,4,42,6.0,-0.080174685,5.017094135284424,0.0
Algoritmos y Programación,2425-2,1,anon_001,6,42,2.0,3.39099,4.0,4.0
Algoritmos y Programación,2425-2,1,anon_002,6,42,2.0,1.2296295,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_003,6,42,17.0,10.772118,4.0,18.0
Algoritmos y Programación,2425-2,1,anon_004,6,42,2.0,3.376535,4.0,4.0
Algoritmos y Programación,2425-2,1,anon_005,6,42,10.0,10.754456,4.0,18.0
Algoritmos y Programación,2425-2,1,anon_006,6,42,0.0,1.2122827,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_007,6,42,0.0,1.2082539,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_008,6,42,16.0,8.606867,4.0,14.0
Algoritmos y Programación,2425-2,1,anon_009,6,42,9.0,5.622361,4.0,8.0
Algoritmos y Programación,2425-2,1,anon_010,6,42,22.0,13.9613085,4.0,24.0
Algoritmos y Programación,2425-2,1,anon_011,6,42,6.0,6.643888,4.0,10.0
Algoritmos y Programación,2425-2,1,anon_012,6,42,0.0,1.1914396,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_013,6,42,0.0,1.1889834,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_014,6,42,23.0,19.017448,4.0,34.0
Algoritmos y Programación,2425-2,1,anon_015,6,42,24.0,13.850195,4.0,24.0
Algoritmos y Programación,2425-2,1,anon_016,6,42,1.0,1.8581188,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_017,6,42,1.0,1.1832802,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_018,6,42,17.0,11.63996,4.0,20.0
Algoritmos y Programación,2425-2,1,anon_019,6,42,0.0,1.1832464,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_020,6,42,24.0,15.966515,4.0,28.0
Algoritmos y Programación,2425-2,1,anon_021,6,42,4.0,5.614144,4.0,8.0
Algoritmos y Programación,2425-2,1,anon_022,6,42,2.0,3.216179,4.0,4.0
Algoritmos y Programación,2425-2,1,anon_023,6,42,19.0,16.893055,4.0,30.0
Algoritmos y Programación,2425-2,1,anon_024,6,42,7.0,7.668876,4.0,12.0
Algoritmos y Programación,2425-2,1,anon_025,6,42,5.0,6.504658,4.0,10.0
Algoritmos y Programación,2425-2,1,anon_026,6,42,0.0,1.1987386,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_027,6,42,10.0,6.566862,4.0,10.0
Algoritmos y Programación,2425-2,1,anon_028,6,42,18.0,14.937108,4.0,26.0
Algoritmos y Programación,2425-2,1,anon_029,6,42,0.0,1.2117484,4.0,0.0
Algoritmos y Programación,2425-2,1,anon_030,6,42,15.0,11.717243,4.0,20.0
Algoritmos y Programación,2425-2,2,anon_031,6,42,1.0,2.504644,4.0,2.0
Algoritmos y Programación,2425-2,2,anon_032,6,42,3.0,4.555123,4.0,6.0
Algoritmos y Programación,2425-2,2,anon_033,6,42,20.0,17.144516,4.0,30.0
Algoritmos y Programación,2425-2,2,anon_034,6,42,4.0,5.704003,4.0,8.0
Algoritmos y Programación,2425-2,2,anon_035,6,42,2.0,3.4675853,4.0,4.0
Algoritmos y Programación,2425-2,2,anon_036,6,42,8.0,6.8333488,4.0,10.0
Algoritmos y Programación,2425-2,2,anon_037,6,42,0.0,1.3154894,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_038,6,42,1.0,2.5932252,4.0,2.0
Algoritmos y Programación,2425-2,2,anon_039,6,42,7.0,6.6681848,4.0,10.0
Algoritmos y Programación,2425-2,2,anon_040,6,42,2.0,1.8773801,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_041,6,42,0.0,1.3982403,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_042,6,42,8.0,3.505046,4.0,4.0
Algoritmos y Programación,2425-2,2,anon_043,6,42,9.0,8.830896,4.0,14.0
Algoritmos y Programación,2425-2,2,anon_044,6,42,13.0,9.898203,4.0,16.0
Algoritmos y Programación,2425-2,2,anon_045,6,42,10.0,10.053891,4.0,16.0
Algoritmos y Programación,2425-2,2,anon_046,6,42,0.0,1.3963791,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_047,6,42,5.0,6.6754794,4.0,10.0
Algoritmos y Programación,2425-2,2,anon_048,6,42,3.0,3.4928484,4.0,4.0
Algoritmos y Programación,2425-2,2,anon_049,6,42,1.0,2.4357328,4.0,2.0
Algoritmos y Programación,2425-2,2,anon_050,6,42,3.0,4.6293426,4.0,6.0
Algoritmos y Programación,2425-2,2,anon_051,6,42,2.0,1.4030433,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_052,6,42,17.0,13.939306,4.0,24.0
Algoritmos y Programación,2425-2,2,anon_053,6,42,3.0,1.3085241,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_054,6,42,3.0,3.4562237,4.0,4.0
Algoritmos y Programación,2425-2,2,anon_055,6,42,10.0,8.733222,4.0,14.0
Algoritmos y Programación,2425-2,2,anon_056,6,42,0.0,1.4131572,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_057,6,42,11.0,8.99914,4.0,14.0
Algoritmos y Programación,2425-2,2,anon_058,6,42,0.0,1.4168034,4.0,0.0
Algoritmos y Programación,2425-2,2,anon_059,6,42,5.0,4.9731503,4.0,6.0
Algoritmos y Programación,2425-2,2,anon_060,6,42,2.0,2.486857,4.0,2.0
Algoritmos y Programación,2526-1,1,anon_061,6,42,9.0,6.5947776,5.308333396911621,8.0
Algoritmos y Programación,2526-1,1,anon_062,6,42,13.0,9.765017,5.308333396911621,14.0
Algoritmos y Programación,2526-1,1,anon_063,6,42,15.0,8.729346,5.308333396911621,12.0
Algoritmos y Programación,2526-1,1,anon_064,6,42,2.0,3.568756,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_065,6,42,9.0,5.631021,5.308333396911621,6.0
Algoritmos y Programación,2526-1,1,anon_066,6,42,2.0,4.581541,5.308333396911621,4.0
Algoritmos y Programación,2526-1,1,anon_067,6,42,11.0,7.672102,5.308333396911621,10.0
Algoritmos y Programación,2526-1,1,anon_068,6,42,1.0,3.4040415,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_069,6,42,12.0,9.7236805,5.308333396911621,14.0
Algoritmos y Programación,2526-1,1,anon_070,6,42,5.0,7.647586,5.308333396911621,10.0
Algoritmos y Programación,2526-1,1,anon_071,6,42,1.0,3.487359,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_072,6,42,1.0,3.4153695,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_073,6,42,1.0,3.4598045,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_074,6,42,8.0,3.4453754,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_075,6,42,2.0,3.3284025,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_076,6,42,4.0,5.4025693,5.308333396911621,6.0
Algoritmos y Programación,2526-1,1,anon_077,6,42,1.0,3.399623,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_078,6,42,2.0,4.4317994,5.308333396911621,4.0
Algoritmos y Programación,2526-1,1,anon_079,6,42,0.0,2.2642078,5.308333396911621,0.0
Algoritmos y Programación,2526-1,1,anon_080,6,42,10.0,7.550624,5.308333396911621,10.0
Algoritmos y Programación,2526-1,1,anon_081,6,42,1.0,3.3329573,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_082,6,42,0.0,2.2383146,5.308333396911621,0.0
Algoritmos y Programación,2526-1,1,anon_083,6,42,7.0,7.439009,5.308333396911621,10.0
Algoritmos y Programación,2526-1,1,anon_084,6,42,1.0,3.2784548,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_085,6,42,0.0,2.1858654,5.308333396911621,0.0
Algoritmos y Programación,2526-1,1,anon_086,6,42,1.0,3.240021,5.308333396911621,2.0
Algoritmos y Programación,2526-1,1,anon_087,6,42,1.0,3.2202988,5.308333396911621,2.0
Algoritmos y Programación,2526-2,1,anon_088,6,42,0.0,2.0098715,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_089,6,42,4.0,5.2219944,5.974359035491943,6.0
Algoritmos y Programación,2526-2,1,anon_090,6,42,0.0,1.9931924,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_091,6,42,10.0,12.565489,5.974359035491943,20.0
Algoritmos y Programación,2526-2,1,anon_092,6,42,0.0,1.977334,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_093,6,42,1.0,3.033434,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_094,6,42,5.0,6.252207,5.974359035491943,8.0
Algoritmos y Programación,2526-2,1,anon_095,6,42,0.0,1.9556524,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_096,6,42,1.0,3.135983,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_097,6,42,0.0,1.9429903,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_098,6,42,3.0,3.0098848,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_099,6,42,0.0,2.208787,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_100,6,42,0.0,1.9273367,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_101,6,42,1.0,3.090596,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_102,6,42,2.0,2.963955,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_103,6,42,0.0,1.9968283,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_104,6,42,0.0,2.16768,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_105,6,42,5.0,6.171564,5.974359035491943,8.0
Algoritmos y Programación,2526-2,1,anon_106,6,42,1.0,2.9763155,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_107,6,42,5.0,7.2779245,5.974359035491943,10.0
Algoritmos y Programación,2526-2,1,anon_108,6,42,1.0,1.9100997,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_109,6,42,5.0,7.1215982,5.974359035491943,10.0
Algoritmos y Programación,2526-2,1,anon_110,6,42,2.0,3.9893248,5.974359035491943,4.0
Algoritmos y Programación,2526-2,1,anon_111,6,42,2.0,2.946239,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_112,6,42,2.0,4.046118,5.974359035491943,4.0
Algoritmos y Programación,2526-2,1,anon_113,6,42,0.0,1.9819205,5.974359035491943,0.0
Algoritmos y Programación,2526-2,1,anon_114,6,42,4.0,6.142207,5.974359035491943,8.0
Algoritmos y Programación,2526-2,1,anon_115,6,42,1.0,2.9813075,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_116,6,42,2.0,2.9843957,5.974359035491943,2.0
Algoritmos y Programación,2526-2,1,anon_117,6,42,1.0,1.9352508,5.974359035491943,0.0
Algoritmos y Programación,2526-3,1,anon_118,6,42,8.0,4.034135,5.017094135284424,8.0
Algoritmos y Programación,2526-3,1,anon_119,6,42,0.0,-0.018187046,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_120,6,42,0.0,0.11665511,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_121,6,42,2.0,-0.014834404,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_122,6,42,5.0,2.0230582,5.017094135284424,4.0
Algoritmos y Programación,2526-3,1,anon_123,6,42,4.0,1.0135826,5.017094135284424,2.0
Algoritmos y Programación,2526-3,1,anon_124,6,42,3.0,1.0035843,5.017094135284424,2.0
Algoritmos y Programación,2526-3,1,anon_125,6,42,1.0,1.0075264,5.017094135284424,2.0
Algoritmos y Programación,2526-3,1,anon_126,6,42,5.0,1.0114499,5.017094135284424,2.0
Algoritmos y Programación,2526-3,1,anon_127,6,42,8.0,6.4252176,5.017094135284424,12.0
Algoritmos y Programación,2526-3,1,anon_128,6,42,2.0,2.063768,5.017094135284424,4.0
Algoritmos y Programación,2526-3,1,anon_129,6,42,5.0,3.1340983,5.017094135284424,6.0
Algoritmos y Programación,2526-3,1,anon_130,6,42,1.0,1.0229522,5.017094135284424,2.0
Algoritmos y Programación,2526-3,1,anon_131,6,42,5.0,3.2589326,5.017094135284424,6.0
Algoritmos y Programación,2526-3,1,anon_132,6,42,8.0,6.9107084,5.017094135284424,12.0
Algoritmos y Programación,2526-3,1,anon_133,6,42,13.0,8.83043,5.017094135284424,14.0
Algoritmos y Programación,2526-3,1,anon_134,6,42,10.0,4.3361254,5.017094135284424,8.0
Algoritmos y Programación,2526-3,1,anon_135,6,42,7.0,4.7462606,5.017094135284424,8.0
Algoritmos y Programación,2526-3,1,anon_136,6,42,0.0,-0.039083123,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_137,6,42,4.0,4.2811356,5.017094135284424,8.0
Algoritmos y Programación,2526-3,1,anon_138,6,42,4.0,0.9997488,5.017094135284424,2.0
Algoritmos y Programación,2526-3,1,anon_139,6,42,3.0,3.8046012,5.017094135284424,6.0
Algoritmos y Programación,2526-3,1,anon_140,6,42,10.0,4.2369976,5.017094135284424,8.0
Algoritmos y Programación,2526-3,1,anon_141,6,42,11.0,8.066034,5.017094135284424,14.0
Algoritmos y Programación,2526-3,1,anon_142,6,42,0.0,-0.07173443,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_143,6,42,15.0,11.398083,5.017094135284424,18.0
Algoritmos y Programación,2526-3,1,anon_144,6,42,3.0,-0.08525133,5.017094135284424,0.0
Algoritmos y Programación,2526-3,1,anon_145,6,42,20.0,23.01151,5.017094135284424,34.0
Algoritmos y Programación,2526-3,1,anon_146,6,42,7.0,0.9617623,5.017094135284424,2.0
Algoritmos y Programación,2526-3,1,anon_147,6,42,6.0,-0.1044544,5.017094135284424,0.0
Algoritmos y Programación,2425-2,1,anon_001,8,42,2.0,3.0046492,4.0,3.0
Algoritmos y Programación,2425-2,1,anon_002,8,42,2.0,0.902009,4.0,0.0
