tratamiento,materia,trimestre_prueba,estudiante_id,seccion,hito,total_trimestre_real,prediccion_continua,evidencia_completa
dropna,Algoritmos y Programación,2526-2,anon_111,1,4,2.0,9.798781584601068,True
dropna,Algoritmos y Programación,2526-2,anon_111,1,6,2.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_111,1,8,2.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_112,1,4,2.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_112,1,6,2.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_112,1,8,2.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_113,1,4,0.0,2.8838995209542846,True
dropna,Algoritmos y Programación,2526-2,anon_113,1,6,0.0,2.8838995209542846,True
dropna,Algoritmos y Programación,2526-2,anon_113,1,8,0.0,2.8838995209542846,True
dropna,Algoritmos y Programación,2526-2,anon_114,1,4,4.0,12.724566881888736,True
dropna,Algoritmos y Programación,2526-2,anon_114,1,6,4.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_114,1,8,4.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_115,1,4,1.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_115,1,6,1.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_115,1,8,1.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_116,1,4,2.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_116,1,6,2.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_116,1,8,2.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_117,1,4,1.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_117,1,6,1.0,3.3512168517703502,True
dropna,Algoritmos y Programación,2526-2,anon_117,1,8,1.0,3.3512168517703502,True
nan,Algoritmos y Programación,2526-3,anon_118,1,4,8.0,11.192980046269522,True
nan,Algoritmos y Programación,2526-3,anon_118,1,6,8.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_118,1,8,8.0,11.192980046269522,True
nan,Algoritmos y Programación,2526-3,anon_119,1,4,0.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_119,1,6,0.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_119,1,8,0.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_120,1,4,0.0,1.7957632171478517,True
nan,Algoritmos y Programación,2526-3,anon_120,1,6,0.0,1.7957632171478517,True
nan,Algoritmos y Programación,2526-3,anon_120,1,8,0.0,1.7957632171478517,True
nan,Algoritmos y Programación,2526-3,anon_121,1,4,2.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_121,1,6,2.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_121,1,8,2.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_122,1,4,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_122,1,6,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_122,1,8,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_123,1,4,4.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_123,1,6,4.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_123,1,8,4.0,6.753416840887409,True
nan,Algoritmos y Programación,2526-3,anon_124,1,4,3.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_124,1,6,3.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_124,1,8,3.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_125,1,4,1.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_125,1,6,1.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_125,1,8,1.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_126,1,4,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_126,1,6,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_126,1,8,5.0,5.196921615536167,True
nan,Algoritmos y Programación,2526-3,anon_127,1,4,8.0,17.75363716934824,True
nan,Algoritmos y Programación,2526-3,anon_127,1,6,8.0,10.832385354786382,True
nan,Algoritmos y Programación,2526-3,anon_127,1,8,8.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_128,1,4,2.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_128,1,6,2.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_128,1,8,2.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_129,1,4,5.0,12.749361273892328,True
nan,Algoritmos y Programación,2526-3,anon_129,1,6,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_129,1,8,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_130,1,4,1.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_130,1,6,1.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_130,1,8,1.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_131,1,4,5.0,10.796619927520965,True
nan,Algoritmos y Programación,2526-3,anon_131,1,6,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_131,1,8,5.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_132,1,4,8.0,16.00903682022103,True
nan,Algoritmos y Programación,2526-3,anon_132,1,6,8.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_132,1,8,8.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_133,1,4,13.0,6.451973684210527,True
nan,Algoritmos y Programación,2526-3,anon_133,1,6,13.0,8.869553716766143,True
nan,Algoritmos y Programación,2526-3,anon_133,1,8,13.0,6.451973684210527,True
nan,Algoritmos y Programación,2526-3,anon_134,1,4,10.0,11.192980046269522,True
nan,Algoritmos y Programación,2526-3,anon_134,1,6,10.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_134,1,8,10.0,6.753416840887409,True
nan,Algoritmos y Programación,2526-3,anon_135,1,4,7.0,13.341657165009579,True
nan,Algoritmos y Programación,2526-3,anon_135,1,6,7.0,6.451973684210527,True
nan,Algoritmos y Programación,2526-3,anon_135,1,8,7.0,13.341657165009579,True
nan,Algoritmos y Programación,2526-3,anon_136,1,4,0.0,2.652736391251337,True
nan,Algoritmos y Programación,2526-3,anon_136,1,6,0.0,2.652736391251337,True
nan,Algoritmos y Programación,2526-3,anon_136,1,8,0.0,2.652736391251337,True
nan,Algoritmos y Programación,2526-3,anon_137,1,4,4.0,10.832385354786382,True
nan,Algoritmos y Programación,2526-3,anon_137,1,6,4.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_137,1,8,4.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_138,1,4,4.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_138,1,6,4.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_138,1,8,4.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_139,1,4,3.0,8.869553716766143,True
nan,Algoritmos y Programación,2526-3,anon_139,1,6,3.0,13.341657165009579,True
nan,Algoritmos y Programación,2526-3,anon_139,1,8,3.0,13.341657165009579,True
nan,Algoritmos y Programación,2526-3,anon_140,1,4,10.0,12.749361273892328,True
nan,Algoritmos y Programación,2526-3,anon_140,1,6,10.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_140,1,8,10.0,9.839750017110397,True
nan,Algoritmos y Programación,2526-3,anon_141,1,4,11.0,9.839750017110397,True
nan,Algoritmos y Programación,2526-3,anon_141,1,6,11.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_141,1,8,11.0,11.192980046269522,True
nan,Algoritmos y Programación,2526-3,anon_142,1,4,0.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_142,1,6,0.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_142,1,8,0.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_143,1,4,15.0,17.78888144217092,True
nan,Algoritmos y Programación,2526-3,anon_143,1,6,15.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_143,1,8,15.0,10.832385354786382,True
nan,Algoritmos y Programación,2526-3,anon_144,1,4,3.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_144,1,6,3.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_144,1,8,3.0,5.196921615536167,True
nan,Algoritmos y Programación,2526-3,anon_145,1,4,20.0,17.79561957456792,True
nan,Algoritmos y Programación,2526-3,anon_145,1,6,20.0,11.192980046269522,True
nan,Algoritmos y Programación,2526-3,anon_145,1,8,20.0,6.753416840887409,True
nan,Algoritmos y Programación,2526-3,anon_146,1,4,7.0,6.753416840887409,True
nan,Algoritmos y Programación,2526-3,anon_146,1,6,7.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_146,1,8,7.0,10.832385354786382,True
nan,Algoritmos y Programación,2526-3,anon_147,1,4,6.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_147,1,6,6.0,2.1674207199736633,True
nan,Algoritmos y Programación,2526-3,anon_147,1,8,6.0,9.839750017110397,True
dropna,Algoritmos y Programación,2526-3,anon_118,1,4,8.0,11.192980046269522,True
dropna,Algoritmos y Programación,2526-3,anon_118,1,6,8.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_118,1,8,8.0,11.192980046269522,True
dropna,Algoritmos y Programación,2526-3,anon_119,1,4,0.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_119,1,6,0.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_119,1,8,0.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_120,1,4,0.0,1.7957632171478517,True
dropna,Algoritmos y Programación,2526-3,anon_120,1,6,0.0,1.7957632171478517,True
dropna,Algoritmos y Programación,2526-3,anon_120,1,8,0.0,1.7957632171478517,True
dropna,Algoritmos y Programación,2526-3,anon_121,1,4,2.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_121,1,6,2.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_121,1,8,2.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_122,1,4,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_122,1,6,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_122,1,8,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_123,1,4,4.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_123,1,6,4.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_123,1,8,4.0,6.753416840887409,True
dropna,Algoritmos y Programación,2526-3,anon_124,1,4,3.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_124,1,6,3.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_124,1,8,3.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_125,1,4,1.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_125,1,6,1.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_125,1,8,1.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_126,1,4,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_126,1,6,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_126,1,8,5.0,5.196921615536167,True
dropna,Algoritmos y Programación,2526-3,anon_127,1,4,8.0,17.75363716934824,True
dropna,Algoritmos y Programación,2526-3,anon_127,1,6,8.0,10.832385354786382,True
dropna,Algoritmos y Programación,2526-3,anon_127,1,8,8.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_128,1,4,2.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_128,1,6,2.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_128,1,8,2.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_129,1,4,5.0,12.749361273892328,True
dropna,Algoritmos y Programación,2526-3,anon_129,1,6,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_129,1,8,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_130,1,4,1.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_130,1,6,1.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_130,1,8,1.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_131,1,4,5.0,10.796619927520965,True
dropna,Algoritmos y Programación,2526-3,anon_131,1,6,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_131,1,8,5.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_132,1,4,8.0,16.00903682022103,True
dropna,Algoritmos y Programación,2526-3,anon_132,1,6,8.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_132,1,8,8.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_133,1,4,13.0,6.451973684210527,True
dropna,Algoritmos y Programación,2526-3,anon_133,1,6,13.0,8.869553716766143,True
dropna,Algoritmos y Programación,2526-3,anon_133,1,8,13.0,6.451973684210527,True
dropna,Algoritmos y Programación,2526-3,anon_134,1,4,10.0,11.192980046269522,True
dropna,Algoritmos y Programación,2526-3,anon_134,1,6,10.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_134,1,8,10.0,6.753416840887409,True
dropna,Algoritmos y Programación,2526-3,anon_135,1,4,7.0,13.341657165009579,True
dropna,Algoritmos y Programación,2526-3,anon_135,1,6,7.0,6.451973684210527,True
dropna,Algoritmos y Programación,2526-3,anon_135,1,8,7.0,13.341657165009579,True
dropna,Algoritmos y Programación,2526-3,anon_136,1,4,0.0,2.652736391251337,True
dropna,Algoritmos y Programación,2526-3,anon_136,1,6,0.0,2.652736391251337,True
dropna,Algoritmos y Programación,2526-3,anon_136,1,8,0.0,2.652736391251337,True
dropna,Algoritmos y Programación,2526-3,anon_137,1,4,4.0,10.832385354786382,True
dropna,Algoritmos y Programación,2526-3,anon_137,1,6,4.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_137,1,8,4.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_138,1,4,4.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_138,1,6,4.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_138,1,8,4.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_139,1,4,3.0,8.869553716766143,True
dropna,Algoritmos y Programación,2526-3,anon_139,1,6,3.0,13.341657165009579,True
dropna,Algoritmos y Programación,2526-3,anon_139,1,8,3.0,13.341657165009579,True
dropna,Algoritmos y Programación,2526-3,anon_140,1,4,10.0,12.749361273892328,True
dropna,Algoritmos y Programación,2526-3,anon_140,1,6,10.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_140,1,8,10.0,9.839750017110397,True
dropna,Algoritmos y Programación,2526-3,anon_141,1,4,11.0,9.839750017110397,True
dropna,Algoritmos y Programación,2526-3,anon_141,1,6,11.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_141,1,8,11.0,11.192980046269522,True
dropna,Algoritmos y Programación,2526-3,anon_142,1,4,0.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_142,1,6,0.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_142,1,8,0.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_143,1,4,15.0,17.78888144217092,True
dropna,Algoritmos y Programación,2526-3,anon_143,1,6,15.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_143,1,8,15.0,10.832385354786382,True
dropna,Algoritmos y Programación,2526-3,anon_144,1,4,3.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_144,1,6,3.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_144,1,8,3.0,5.196921615536167,True
dropna,Algoritmos y Programación,2526-3,anon_145,1,4,20.0,17.79561957456792,True
dropna,Algoritmos y Programación,2526-3,anon_145,1,6,20.0,11.192980046269522,True
dropna,Algoritmos y Programación,2526-3,anon_145,1,8,20.0,6.753416840887409,True
dropna,Algoritmos y Programación,2526-3,anon_146,1,4,7.0,6.753416840887409,True
dropna,Algoritmos y Programación,2526-3,anon_146,1,6,7.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_146,1,8,7.0,10.832385354786382,True
dropna,Algoritmos y Programación,2526-3,anon_147,1,4,6.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_147,1,6,6.0,2.1674207199736633,True
dropna,Algoritmos y Programación,2526-3,anon_147,1,8,6.0,9.839750017110397,True
nan,Computación Emergente,2425-3,anon_186,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_186,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_186,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_187,2,4,7.0,11.992130215021728,True
nan,Computación Emergente,2425-3,anon_187,2,6,7.0,10.251186368845234,True
nan,Computación Emergente,2425-3,anon_187,2,8,7.0,11.992130215021728,True
nan,Computación Emergente,2425-3,anon_188,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_188,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_188,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_189,2,4,2.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_189,2,6,2.0,6.108552716851383,True
nan,Computación Emergente,2425-3,anon_189,2,8,2.0,6.817700439125454,True
nan,Computación Emergente,2425-3,anon_190,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_190,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_190,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_191,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_191,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_191,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_192,2,4,5.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_192,2,6,5.0,6.335659443549964,True
nan,Computación Emergente,2425-3,anon_192,2,8,5.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_193,2,4,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_193,2,6,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_193,2,8,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_194,2,4,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_194,2,6,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_194,2,8,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_195,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_195,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_195,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_196,2,4,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_196,2,6,1.0,6.335659443549964,True
nan,Computación Emergente,2425-3,anon_196,2,8,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_197,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_197,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_197,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_198,2,4,2.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_198,2,6,2.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_198,2,8,2.0,6.580740028841518,True
nan,Computación Emergente,2425-3,anon_199,2,4,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_199,2,6,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_199,2,8,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_200,2,4,4.0,6.817700439125454,True
nan,Computación Emergente,2425-3,anon_200,2,6,4.0,6.817700439125454,True
nan,Computación Emergente,2425-3,anon_200,2,8,4.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_201,2,4,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_201,2,6,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_201,2,8,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_202,2,4,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_202,2,6,1.0,6.817700439125454,True
nan,Computación Emergente,2425-3,anon_202,2,8,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_203,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_203,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_203,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_204,2,4,3.0,6.817700439125454,True
nan,Computación Emergente,2425-3,anon_204,2,6,3.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_204,2,8,3.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_205,2,4,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_205,2,6,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_205,2,8,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_206,2,4,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_206,2,6,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_206,2,8,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_207,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_207,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_207,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_208,2,4,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_208,2,6,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_208,2,8,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_209,2,4,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_209,2,6,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_209,2,8,1.0,6.817700439125454,True
nan,Computación Emergente,2425-3,anon_210,2,4,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_210,2,6,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_210,2,8,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_211,2,4,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_211,2,6,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_211,2,8,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_212,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_212,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_212,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_213,2,4,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_213,2,6,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_213,2,8,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_214,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_214,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_214,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_215,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_215,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_215,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_216,2,4,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_216,2,6,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_216,2,8,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_217,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_217,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_217,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_218,2,4,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_218,2,6,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_218,2,8,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_219,2,4,2.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_219,2,6,2.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_219,2,8,2.0,6.580740028841518,True
nan,Computación Emergente,2425-3,anon_185,2,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_185,2,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_185,2,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_148,1,4,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_148,1,6,1.0,6.108552716851383,True
nan,Computación Emergente,2425-3,anon_148,1,8,1.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_149,1,4,5.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_149,1,6,5.0,6.108552716851383,True
nan,Computación Emergente,2425-3,anon_149,1,8,5.0,6.817700439125454,True
nan,Computación Emergente,2425-3,anon_150,1,4,4.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_150,1,6,4.0,6.108552716851383,True
nan,Computación Emergente,2425-3,anon_150,1,8,4.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_151,1,4,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_151,1,6,1.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_151,1,8,1.0,6.580740028841518,True
nan,Computación Emergente,2425-3,anon_152,1,4,4.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_152,1,6,4.0,6.335659443549964,True
nan,Computación Emergente,2425-3,anon_152,1,8,4.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_153,1,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_153,1,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_153,1,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_154,1,4,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_154,1,6,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_154,1,8,0.0,0.9774020034352088,True
nan,Computación Emergente,2425-3,anon_155,1,4,5.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_155,1,6,5.0,6.108552716851383,True
nan,Computación Emergente,2425-3,anon_155,1,8,5.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_156,1,4,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_156,1,6,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_156,1,8,0.0,1.226636438500204,True
nan,Computación Emergente,2425-3,anon_157,1,4,2.0,1.226636438500204,True
